rainfall_mm,duration_hr,wind_speed_kmph,humidity_pct,temperature_c,pressure_hpa,antecedent_rain_3d_mm,elevation_m,slope_pct,drainage_vulnerability,imperviousness,soil_infiltration,city,area,latent_score,risk_class
50.2,10.3,28.2,75.3,33.8,1007.6,7.8,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,23.257,1
65.6,11.4,28.9,77.5,27.3,1012.5,7.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,19.846,1
32.6,5.5,27.3,71.3,30.3,1010.9,8.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,25.495,1
1.3,2.9,29.1,74.5,30.9,1010.1,15.6,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.381,0
11.2,7.3,42.1,73.7,29.4,1010.6,21.8,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,14.7,1
33.2,8.6,35.7,65.3,30.7,1014.5,81.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,34.495,1
16.8,5.3,16.4,53.7,27.6,1010.0,62.2,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,23.803,1
400.0,10.0,31.2,83.3,23.6,1005.9,3.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
77.9,11.8,24.9,71.9,26.3,1004.1,24.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,71.308,2
118.5,4.4,37.8,80.5,25.2,1003.3,21.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
92.8,10.5,33.0,80.7,24.2,1005.7,14.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,46.848,1
18.8,3.6,2.1,66.1,32.3,1009.5,12.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,43.257,1
18.0,5.0,21.3,67.1,28.1,1009.1,28.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,9.752,0
54.1,7.7,35.5,76.8,31.2,1010.0,25.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,54.013,1
310.2,12.8,35.9,80.2,21.6,1004.8,5.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,134.366,2
2.9,8.8,27.0,69.7,28.3,1015.4,7.5,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.718,0
181.1,10.8,8.5,84.9,23.4,1007.0,8.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,79.713,2
400.0,7.0,41.4,95.6,18.3,996.3,27.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
110.3,16.6,33.6,80.7,23.8,1007.2,4.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,35.13,1
186.3,20.0,26.4,84.9,26.9,1004.8,26.8,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,63.707,1
20.5,19.4,35.5,54.5,27.1,1009.6,18.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.551,0
85.0,4.5,31.1,64.6,25.1,1010.7,4.7,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,198.492,2
17.2,4.7,30.5,59.0,28.3,1009.4,4.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,14.766,0
67.5,10.2,28.8,74.7,26.9,1014.2,13.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,50.759,1
59.1,5.1,25.3,71.2,28.2,1011.6,7.5,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,68.461,1
2.3,3.2,24.0,54.7,27.2,1010.6,14.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.692,0
36.7,9.0,29.0,70.0,29.0,1010.0,8.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,26.466,1
31.4,16.1,16.0,61.7,29.5,1009.0,13.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,7.492,0
60.0,6.9,13.7,75.8,28.6,1009.5,31.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,93.541,2
96.9,10.5,17.1,59.2,25.4,1011.0,69.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,80.434,1
400.0,4.4,13.0,98.1,20.5,1005.8,15.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
233.6,5.6,7.7,79.0,28.2,1001.4,31.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
106.0,34.1,18.2,73.3,19.3,1006.6,3.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,12.279,1
54.8,16.6,17.5,57.3,29.3,1008.7,24.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,16.277,0
17.2,6.0,23.4,60.5,30.7,1008.9,2.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,14.032,0
329.1,25.7,4.1,68.5,21.6,1005.8,42.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,142.301,2
12.9,8.9,18.5,57.1,28.9,1009.5,1.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,10.089,0
92.7,10.1,23.7,76.6,31.1,1010.2,22.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,63.677,1
27.9,4.9,29.8,76.1,26.6,1007.2,15.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,27.114,1
212.4,1.5,18.7,74.2,25.1,1003.5,15.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
64.1,6.7,0.0,61.9,29.4,1012.1,5.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,69.414,2
85.3,11.5,16.3,73.5,27.1,1011.9,4.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,42.167,1
29.5,9.6,10.4,68.8,29.0,1006.8,14.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,17.953,1
400.0,5.0,23.4,93.8,20.3,1001.4,51.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
56.2,5.0,18.2,67.0,31.4,1010.2,3.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,43.624,1
13.9,6.1,13.6,65.8,28.8,1004.2,38.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,10.313,0
26.8,26.5,37.2,66.4,27.4,1011.5,45.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,12.411,0
104.5,3.8,35.7,61.5,26.6,1005.9,9.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
38.9,4.1,23.1,75.8,32.3,1002.1,11.5,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,51.486,1
13.8,6.0,21.4,74.5,26.0,1011.5,45.7,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,16.091,1
14.8,6.7,18.9,66.6,28.3,1014.3,9.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,7.847,0
321.5,7.7,15.3,77.6,21.1,1004.7,2.9,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
2.1,7.2,30.0,55.3,35.7,1007.9,19.7,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,1.386,0
12.4,7.4,31.4,50.0,27.4,1014.9,2.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,6.256,0
17.9,9.3,9.2,71.7,30.8,1016.3,17.4,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,19.407,1
20.3,23.8,14.9,82.9,26.8,1011.4,33.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,8.973,0
4.7,9.9,11.1,69.8,29.4,1007.5,20.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.847,0
88.0,6.1,43.5,74.2,32.5,1006.6,9.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,180.128,2
43.2,1.8,34.8,66.1,34.4,1006.1,20.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,188.584,2
45.5,5.8,36.4,71.8,30.0,1013.7,47.9,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,37.724,1
387.5,25.3,16.5,91.0,22.9,1004.9,62.7,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,148.855,2
37.4,2.2,6.8,65.1,28.6,1010.8,17.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,169.554,2
276.4,22.5,26.3,96.1,23.5,1006.0,44.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,131.785,2
69.0,12.0,20.3,62.7,25.1,1006.8,4.5,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,42.706,1
42.1,10.3,25.4,59.6,30.8,1008.4,30.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,24.194,1
62.3,8.1,15.0,69.2,30.0,1002.5,2.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,40.558,1
37.1,7.4,41.8,55.4,28.2,1006.7,4.6,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,21.573,1
40.4,3.5,36.2,60.2,27.5,1009.7,37.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,45.091,1
42.7,4.1,14.9,92.8,27.2,1006.9,9.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,112.598,2
12.7,2.2,8.0,67.1,32.2,1009.3,122.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,38.212,1
80.0,25.2,30.0,59.3,27.2,1009.2,3.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,23.678,1
134.8,9.0,8.1,67.3,26.0,1010.6,2.2,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,199.049,2
400.0,7.4,24.8,100.0,22.8,1002.3,35.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
42.1,13.7,0.0,72.5,31.3,1016.5,22.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,29.144,1
135.0,13.7,0.0,69.6,23.6,1008.2,22.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,123.206,2
56.3,4.2,17.9,71.9,23.2,1011.2,48.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,160.326,2
15.6,18.3,29.6,63.1,29.9,1010.8,1.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,3.606,0
63.0,12.7,21.9,57.0,30.7,1014.9,68.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,51.377,1
178.2,1.3,29.6,88.0,25.1,1006.9,13.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
97.3,16.0,24.8,70.2,31.7,1009.4,60.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,44.587,1
85.0,5.6,18.6,70.6,23.9,1007.7,21.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,103.904,2
322.3,16.9,7.7,100.0,22.0,1003.0,1.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,221.32,2
288.7,3.8,26.4,89.9,24.4,1007.1,31.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
5.3,4.6,11.3,73.7,33.6,1011.5,54.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.286,0
39.6,29.9,31.9,68.5,23.8,1008.4,67.9,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,6.965,0
67.9,42.1,37.1,57.3,30.2,1004.1,34.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,13.096,0
8.9,4.9,33.2,54.8,29.8,1010.2,13.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,9.008,0
97.6,17.6,35.8,58.6,24.8,1009.1,16.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,32.171,1
400.0,17.4,29.9,88.4,19.7,1001.4,2.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,194.343,2
272.0,7.4,13.3,84.5,25.8,1004.6,1.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
19.7,9.6,17.2,73.4,30.2,1009.1,3.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,5.19,0
67.0,8.4,19.8,80.6,23.0,1008.9,34.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,64.149,2
30.2,7.6,26.8,71.5,32.0,1008.2,5.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,25.04,1
13.6,4.2,7.4,59.8,28.4,1008.1,15.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,7.963,0
22.1,8.3,5.2,65.8,33.0,1011.9,8.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,14.41,0
69.2,4.8,25.3,62.8,26.0,1012.7,8.1,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
103.6,13.7,12.1,56.9,26.3,1007.8,19.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,55.974,1
400.0,6.5,43.0,100.0,18.3,1002.1,25.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
0.5,4.6,37.2,74.4,27.7,1017.2,6.3,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,1.283,0
53.8,5.4,25.6,75.1,33.2,1003.6,8.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,72.972,2
330.7,9.3,22.3,80.1,17.7,1001.8,4.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
7.3,30.7,11.5,73.2,34.2,1006.7,10.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,3.141,0
338.7,2.2,19.1,88.7,23.6,1003.4,13.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
11.6,3.5,23.1,67.3,28.2,1007.1,25.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,11.453,0
303.0,6.6,17.5,90.0,19.6,1007.1,18.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
11.4,2.7,20.2,73.7,27.4,1015.3,1.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,24.938,1
262.2,4.6,18.4,96.7,23.2,1000.9,36.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
39.7,9.6,0.0,66.9,28.6,1009.1,13.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,21.334,1
106.2,11.8,18.9,76.1,31.3,1008.6,19.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,35.415,1
396.9,23.1,22.1,98.3,15.3,1003.8,12.9,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,145.433,2
38.2,4.2,33.8,65.7,29.8,1009.8,5.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,72.72,2
127.8,2.6,28.4,71.4,27.4,1006.6,46.1,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
54.6,5.9,32.5,68.6,28.1,1005.5,7.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,75.841,2
400.0,8.8,30.0,100.0,20.2,1006.0,11.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
12.4,5.8,32.4,70.0,31.9,1010.1,5.8,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,8.041,0
2.1,6.2,11.1,85.1,26.1,1009.5,9.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,0.734,0
47.1,24.9,34.5,67.5,30.4,1010.2,17.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,10.041,0
38.1,4.7,9.1,80.5,29.1,1009.7,11.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,41.505,1
61.6,2.6,15.2,60.8,29.0,1011.4,9.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,177.82,2
30.0,7.6,25.7,56.6,26.9,1013.7,40.4,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,48.115,1
381.6,6.6,27.8,100.0,17.2,996.4,20.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
47.9,6.9,11.1,75.0,25.0,1013.7,6.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,51.754,1
23.9,16.6,1.9,52.0,28.5,1009.2,10.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,11.24,0
82.7,8.7,23.8,58.1,25.7,1005.8,2.6,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,49.859,1
287.9,11.7,40.3,96.8,20.6,1008.1,4.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
323.7,17.1,7.7,89.1,23.7,1004.1,14.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,195.91,2
125.8,10.4,23.4,84.0,27.0,1008.9,14.2,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,153.558,2
305.5,10.6,10.8,97.3,24.0,1002.4,7.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
286.1,5.3,29.5,97.5,25.7,1007.2,25.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
5.1,13.2,37.0,61.1,31.0,1013.7,45.8,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,3.22,0
9.0,2.5,20.4,62.5,31.0,1010.4,16.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,14.216,0
146.9,4.8,26.3,75.9,27.5,1007.5,42.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
71.6,1.5,8.7,79.8,34.2,1006.1,10.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
11.9,12.9,8.0,61.1,28.9,1006.6,6.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.031,0
400.0,17.1,11.1,97.0,18.0,998.1,69.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
6.0,4.8,31.4,63.3,35.0,1009.8,1.7,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,4.808,0
110.8,4.7,25.4,61.3,30.2,1004.0,1.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,184.448,2
290.6,4.0,13.2,81.8,26.2,1000.8,9.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
88.8,8.5,23.6,77.4,29.2,1005.9,5.2,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,122.811,2
16.7,14.4,17.5,52.1,27.6,1014.9,13.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,5.415,0
83.1,7.7,31.6,77.9,22.8,1009.6,11.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,76.996,2
9.5,12.3,17.4,83.8,28.0,1009.4,142.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,3.557,0
65.1,3.0,33.1,58.5,26.9,1005.7,9.7,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
113.2,19.9,5.8,73.7,25.7,1007.7,24.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,96.91,2
261.7,3.9,30.1,81.1,21.0,1008.2,5.9,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
15.1,7.6,43.0,57.7,27.2,1016.3,173.7,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,21.54,1
7.1,4.3,17.7,73.6,23.9,1012.5,13.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,6.627,0
281.4,11.6,20.6,92.6,15.0,1000.8,38.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,206.974,2
55.8,26.6,14.1,57.4,21.2,1004.5,5.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,13.958,0
19.1,16.1,18.4,61.7,34.5,1013.2,40.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,4.598,0
140.4,26.2,15.5,76.1,24.0,1007.7,11.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,98.749,2
286.3,9.3,0.0,79.6,15.0,1000.4,44.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
60.6,4.9,12.4,65.8,27.7,1004.2,8.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,89.111,2
20.9,33.2,26.3,55.4,31.1,1012.0,42.8,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,10.015,0
110.4,8.3,35.9,72.9,26.1,1009.6,4.4,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,127.194,2
3.4,11.4,10.2,59.4,30.0,1008.2,7.5,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,1.182,0
16.6,27.5,37.1,69.0,28.5,1009.2,18.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,6.348,0
358.2,10.3,33.0,90.7,19.2,999.2,1.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
2.2,13.4,19.4,53.5,29.0,1009.7,25.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,0.801,0
107.3,21.6,22.5,72.4,33.8,1009.7,50.5,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,29.966,1
29.5,7.5,28.3,57.3,28.9,1009.7,9.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,47.272,1
101.5,3.6,37.3,78.3,22.7,1007.6,16.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
4.7,9.7,22.6,51.4,29.8,1009.2,36.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,1.774,0
97.4,10.2,35.1,64.3,32.2,1009.5,1.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,58.656,1
1.2,6.4,26.7,73.9,30.0,1005.8,27.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,1.14,0
0.4,7.1,5.8,57.3,32.7,1010.3,181.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,0.377,0
117.3,12.5,17.3,64.4,29.9,1004.2,11.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,113.249,2
20.3,17.8,15.5,77.6,32.1,1013.0,4.0,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,4.343,0
140.0,10.7,19.4,79.3,29.0,1008.1,7.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,170.691,2
78.7,8.6,9.4,69.9,29.6,1001.5,121.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,152.409,2
52.0,5.7,26.5,64.4,28.0,1011.7,2.3,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,51.233,1
10.5,7.9,19.3,53.8,22.5,1011.4,2.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.112,0
156.0,1.9,23.2,73.3,22.8,1007.8,52.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
198.8,11.7,28.4,78.5,27.2,1004.2,2.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,112.542,2
40.9,29.7,28.5,84.0,28.5,1009.2,16.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,8.108,0
18.7,12.3,11.4,58.0,30.9,1010.8,36.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,7.671,0
8.6,5.1,13.0,65.7,38.9,1005.8,77.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,10.696,0
77.7,8.9,24.6,58.6,31.9,1009.7,69.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,59.392,1
2.0,4.2,32.5,64.6,30.6,1010.3,11.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,1.882,0
59.3,6.7,17.4,77.6,29.7,1008.1,6.9,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,43.92,1
12.3,12.9,22.1,67.4,29.5,1006.8,29.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,4.386,0
320.1,7.7,20.5,78.7,25.6,1006.8,17.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
91.7,9.4,23.0,79.8,27.1,1004.7,15.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,84.871,2
346.3,9.1,29.2,88.4,18.9,1007.4,2.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,240.092,2
20.4,7.7,41.8,57.8,27.4,1010.7,4.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,7.571,0
9.9,15.1,8.2,58.6,30.8,1014.5,39.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,2.921,0
11.6,23.1,18.7,60.1,25.2,1006.4,35.6,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,5.167,0
10.8,14.2,44.1,56.6,31.1,1007.8,3.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,3.556,0
19.5,4.8,7.4,67.6,31.6,1013.9,9.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,10.882,0
6.4,20.5,18.5,54.9,27.3,1011.8,1.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,1.429,0
86.5,4.1,29.5,82.6,20.9,1004.7,5.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,160.954,2
18.4,7.1,27.8,81.0,30.9,1008.1,16.2,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,10.348,0
25.5,8.3,27.1,58.2,31.1,1010.3,32.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,35.325,1
65.3,4.7,0.0,65.1,30.6,1010.8,4.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,57.469,2
128.2,11.4,49.1,90.0,22.5,1009.4,3.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,92.928,2
5.2,20.8,6.3,67.4,27.3,1007.8,7.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,0.635,0
35.6,1.6,24.6,58.6,30.1,1009.7,7.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,145.446,2
315.9,3.4,25.1,85.5,18.7,997.7,22.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
324.5,7.4,27.7,94.9,21.5,999.9,151.9,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
213.4,7.2,34.6,79.4,25.7,1005.6,35.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,168.963,2
80.3,7.6,17.9,85.8,29.1,1009.1,31.3,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,65.049,1
6.7,30.1,29.0,67.9,35.3,1006.1,17.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,1.679,0
76.4,5.9,0.0,55.5,25.8,1006.7,7.5,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,95.576,2
4.5,14.9,27.4,62.4,28.9,1014.3,5.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,2.423,0
400.0,14.6,15.2,97.7,17.1,1002.1,171.8,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
